relevance,technical_depth,content_score,visual_confidence,visual_nervousness,audio_confidence,fluency_score,final_readiness_score
77.9605698361348,66.34082838594578,68.82176042854041,85.23029856408026,12.896474438133055,65.6586304305082,83.62144337032801,92.29899883842171
66.36630736878058,74.51072052303158,60.614156394440705,65.34270246429743,36.592995708230845,48.86719755342202,42.18442045158068,72.30487440609932
59.84602655598691,71.77096799114328,53.779503093081324,55.87696298664709,55.848227164725344,65.74223699513465,68.54640054444656,68.17866655091363
65.4674073056978,69.3310710765184,53.753353807463476,73.75698018345672,21.437910297192843,65.08306250206724,61.52446512873965,83.40579481226438
71.8380333031448,55.3074688525292,62.15074544267244,57.791563500289776,43.87934525974827,48.403298761202244,45.91978889161682,71.34446867629713
80.86159895994493,70.05641937427964,67.21921855607162,66.98896304410711,21.182861032953472,60.801557916052914,60.79439124842858,87.62451555663591
76.12341947482153,46.843518135647194,57.279625741079705,66.14917719583684,28.43544680171549,74.11676288840867,82.36837666916384,82.14251853999005
61.929389721328334,64.28945148978542,58.78605913342257,79.75545127122359,16.411154826014087,66.14341023336183,57.008355376620635,74.22195466027249
81.75030986873037,84.27488034284988,74.2792748657291,80.03532897892023,22.85775922146084,61.54880245394876,69.38835728205852,96.67463257224813
71.57008753068058,86.77572386976807,55.537144505663434,78.21902504375224,22.47735150215313,65.00992649534132,68.42257101302567,78.97721918398105
69.36393734594985,72.28535085814096,72.60954396028997,64.81729781726352,28.714753359590976,62.982429564154636,75.64523595909806,85.77351285086544
65.64287755479553,74.15920919736027,63.493404334558356,79.68644990532889,14.697125343652296,64.72337853402232,63.44060773568958,78.73364663811371
75.55344332477492,71.13266326615867,66.03942870577488,67.65412866624852,21.02290539734816,63.79354677234641,63.469628220905506,81.35826067651617
70.0645714600079,72.84861028177446,75.62804719106524,71.74577812831839,30.314624997463724,67.25554084233833,49.44005826817875,82.83655974158613
72.72276251929232,97.55890534982343,75.47258475241536,73.01547342333612,26.706832419021936,56.31321962380468,74.58483795705254,94.21152879187093
81.49238336451657,57.087350542463135,70.77764612375746,55.98148937207719,48.71336737832497,89.90455625809979,70.046914877743,81.3246059363612
73.1958163810517,61.95829215060561,51.515368252848994,70.68562974806028,20.815940542130882,72.73592430635182,62.17371981083788,82.97956617145496
62.600960491965154,64.1352618055319,61.91240333809169,57.69135683566045,44.12832264117259,81.07142754282428,59.46088142579987,75.95620034514378
75.11859353098109,77.38187446132773,61.20350633127049,56.795433869157236,47.38009865577794,70.96984673233186,72.98985186962469,82.85851428132489
63.83970334105811,70.78704436593205,62.34047130793766,62.85648581973632,52.06971026942173,72.73832920911788,59.45612963253245,78.0154230826944
60.30381995727214,77.44501524490943,68.93854931502614,61.7931768164829,45.91383221747168,72.12780926936499,79.2845062346274,87.48048665319764
69.05534260796556,58.95516602771012,52.267642308300914,61.841897150345616,37.54128917434155,71.41151974816644,73.47266786738342,78.14548717502065
72.15602270253488,85.4424089258878,69.33135323336248,97.20169166589619,7.803647116223858,59.42842443583717,54.00528723730746,90.77575790881778
69.31844657608978,76.5680059291051,68.48832937477896,69.27171087343127,23.953939382021485,52.851527753141355,56.96061435590047,84.28460535307612
74.56912492956245,53.051134655456146,58.46820236836545,73.85317379728836,19.075966713102574,69.53725105945527,70.35071271418764,76.67950755966005
76.2934483241794,74.72941431641881,74.45859564732085,80.53802052034902,8.44062453599425,58.62174960084877,69.46122747251098,91.58134468228492
78.18057223567257,100.0,83.60660057021167,81.35565640180599,26.27635770613963,74.51391251305797,69.10426381012553,100.0
62.72609742554914,65.1581767191199,54.63574207812645,70.81874139386322,47.69852713952485,49.32734807408252,66.5262759407864,67.65221754174794
66.3368176105268,81.0674071636084,66.71758126293362,59.22255222070694,35.055018105213314,74.79597748934675,65.09432242750201,83.24480013638994
72.54686207884576,60.1807958287302,72.59111059436114,76.33919022318011,7.459669083559032,69.86454314769428,63.31440692616326,87.95402190621984
62.48975113880759,66.62316270239721,61.1307349024249,78.65755194170121,11.740076801852576,64.65498764159051,62.57804070918569,78.21006180603023
93.18545088337316,72.85978053153147,67.15505041069682,79.17861947054776,37.79863010555331,78.32465260551147,58.9686266432156,87.64570442606542
87.20293379023947,59.50796641257463,68.68282166014372,77.74634053429337,14.83821569308197,67.404746439382,36.28969981900027,79.96699460031743
68.96918218328207,53.0266018164218,64.69257062345656,55.69858622039367,40.78105788603046,69.30740577286092,84.06643577709161,73.85162956232271
85.95796502585952,68.12279673223505,63.44729088485485,74.6210347426327,26.97144282195506,61.99783122841205,66.69693646410622,84.32925432512373
73.36220814301498,75.94556809425256,76.70460020364251,57.62184501173151,59.44242198551862,48.47912200477498,57.72171005203165,81.2276238824625
75.37190241282039,60.527605762152874,59.90604517659432,65.06999065341168,30.21509129103463,76.49602097021025,76.8181653447556,79.75906117134564
82.79519850519901,71.68759425051931,74.394429453107,76.29628841923612,17.071751493387303,62.39818959803031,73.67203085024776,92.54111291759128
71.74918087243022,69.40792859970539,71.18668863719157,64.0842861116417,40.2924929377186,65.97807347566106,65.81222470555832,85.19308396218827
81.90499618785636,77.76211563200766,79.6830731618648,70.21003841632759,35.245585354032116,64.89733243406543,70.69032974191714,89.98661603954804
73.16395157991262,75.14188430524297,61.82830204891917,90.9238727568546,1.0279881911477773,55.85811387212268,74.51016567106201,90.61269756250606
79.48943780462587,75.54014611117135,69.68983212502725,61.02745628514168,39.57898018040813,61.22838288487888,75.36538877661695,85.08247145544937
62.09403363848986,64.14336990016407,59.28442031804802,64.36275447196026,29.05948236350829,70.43687211491913,72.66810176854679,76.28415524878544
66.34754033258012,70.78459924829164,53.02095676240835,55.92536225623445,38.32708397374606,65.86552848288153,71.04183989742081,80.47623912672364
82.29191547842423,66.08073764043887,66.65359665607227,59.97470635362191,39.87718855843897,65.11341361079862,70.7838924087802,80.5275363116958
78.23215817089407,86.39286695603093,73.42870041637511,74.01711722098942,31.50403471269948,63.987795281141636,69.23482245867498,90.06666030058302
73.17211318258597,58.7238825937344,59.500259144897825,74.9799829124545,36.62916594990583,77.59270826085206,95.3281787055416,81.6470797212871
82.46784764064813,70.20010406886023,81.8393958685848,61.91701714644849,31.365208116105304,62.00607354555978,44.76407952968182,83.35978216638628
62.89040806135563,69.8047254377145,61.76334592924451,88.76170839215887,18.841682313329535,62.23096344337597,57.1313350082044,81.75874173360594
56.15720151575229,89.97750519025224,72.83725874202976,65.30824347895295,20.986680288320034,81.53872374165412,74.62396341830089,91.44541368340762
52.86686809446759,60.807499724554724,51.18492771686914,70.46980593764742,25.92967029051863,74.22849932347499,61.438045367911556,71.74102627455078
73.44354758054278,74.17326600870499,70.69725538369484,58.75357908162131,28.97350755249371,80.7767682189851,78.71152422928847,85.08718511037672
90.61382370627027,69.3880956115143,79.07664679738602,70.67518481410109,45.81079858495481,85.55340842443204,75.28706272742528,95.27323261882765
79.74451139502177,84.42357869038818,68.08609977495385,76.8605145999844,31.606881294812304,50.41260513576886,48.373717441226674,78.23468754097439
68.76711798666531,76.61050706955155,74.43407358787375,70.74094780419775,42.28797656037259,54.198985417851084,45.065668315374,79.50038008104488
76.6087853872717,67.60766302287088,52.49274918432491,69.10879960487212,20.455444391089056,74.69672548830039,76.01434520511867,80.00190176334442
65.83359699195968,55.28943773733258,54.12929104454249,79.55142320501238,12.562768424303266,73.04046515517844,66.21765639386481,75.77373999641424
70.7156356805453,55.577092130967515,53.50983168309768,58.021221074111516,57.6965799892196,68.35263551971728,62.179062679932784,71.76447017364265
70.65206340371005,65.34836480560132,64.88519289445067,77.57507710047305,18.180913718642728,62.2418175935532,63.37039182526016,75.19327941557677
53.81770725361737,84.4024912093343,72.06889558933595,67.50963960443622,37.10281610000992,71.11250154543536,100.0,90.31535792731123
